Date,State_Name,veg_id,veg_name,whole_price,retail_price,shop_mall_price,unit_val,Vegetable_Image
2023-05-14,Bihar,colocasia,Colocasia,25,29 - 32,30 - 41,1kg,resource/images/vegetables/colocasia-64.png
2023-05-14,Bihar,corianderleaves,Coriander Leaves,6,7 - 8,7 - 10,1kg,resource/images/vegetables/corianderleaves-64.png
2023-05-14,Bihar,corn,Corn,24,28 - 30,29 - 40,1kg,resource/images/vegetables/corn-64.png
2023-05-14,Bihar,cucumber,Cucumber,30,35 - 38,36 - 50,1kg,resource/images/vegetables/cucumber-64.png
2023-05-14,Bihar,curryleaves,Curry Leaves,29,33 - 37,35 - 48,1kg,resource/images/vegetables/curryleaves-64.png
2023-05-14,Bihar,dillleaves,Dill Leaves,15,17 - 19,18 - 25,1kg,resource/images/vegetables/dillleaves-64.png
2023-05-14,Bihar,drumsticks,Drumsticks,70,81 - 89,84 - 116,1kg,resource/images/vegetables/drumsticks-64.png
2023-05-14,Bihar,brinjal,Brinjal,23,26 - 29,28 - 38,1kg,resource/images/vegetables/brinjal-64.png
2023-05-14,Bihar,brinjalbig,Brinjal (Big),30,35 - 38,36 - 50,1kg,resource/images/vegetables/brinjalbig-64.png
2023-05-14,Bihar,elephantyam,Elephant Yam,25,29 - 32,30 - 41,1kg,resource/images/vegetables/elephantyam-64.png
2023-05-14,Bihar,fenugreekleaves,Fenugreek Leaves,11,13 - 14,13 - 18,1kg,resource/images/vegetables/fenugreekleaves-64.png
2023-05-14,Bihar,frenchbeans,French Beans,46,53 - 58,55 - 76,1kg,resource/images/vegetables/frenchbeans-64.png
2023-05-14,Bihar,garlic,Garlic,59,68 - 75,71 - 97,1kg,resource/images/vegetables/garlic-64.png
2023-05-14,Bihar,ginger,Ginger,57,66 - 72,68 - 94,1kg,resource/images/vegetables/ginger-64.png
2023-05-14,Bihar,oniongreen,Onion Green,39,45 - 50,47 - 64,1kg,resource/images/vegetables/oniongreen-64.png
2023-05-14,Bihar,greenpeas,Green Peas,77,89 - 98,92 - 127,1kg,resource/images/vegetables/greenpeas-64.png
2023-05-14,Bihar,ivygourd,Ivy Gourd,25,29 - 32,30 - 41,1kg,resource/images/vegetables/ivygourd-64.png
2023-05-14,Bihar,lemon,Lemon (Lime),59,68 - 75,71 - 97,1kg,resource/images/vegetables/lemon-64.png
2023-05-14,Bihar,mangoraw,Mango Raw,32,37 - 41,38 - 53,1kg,resource/images/vegetables/mangoraw-64.png
2023-05-14,Bihar,mintleaves,Mint Leaves,5,6 - 6,6 - 8,1kg,resource/images/vegetables/mintleaves-64.png
2023-05-14,Bihar,mushroom,Mushroom,79,91 - 100,95 - 130,1kg,resource/images/vegetables/mushroom-64.png
2023-05-14,Bihar,mustardleaves,Mustard Leaves,18,21 - 23,22 - 30,1kg,resource/images/vegetables/mustardleaves-64.png
2023-05-14,Bihar,ladiesfinger,Ladies Finger,33,38 - 42,40 - 54,1kg,resource/images/vegetables/ladiesfinger-64.png
2023-05-14,Bihar,pumpkin,Pumpkin,20,23 - 25,24 - 33,1kg,resource/images/vegetables/pumpkin-64.png
2023-05-14,Bihar,radish,Radish,24,28 - 30,29 - 40,1kg,resource/images/vegetables/radish-64.png
2023-05-14,Bihar,ridgegourd,Ridge Gourd,30,35 - 38,36 - 50,1kg,resource/images/vegetables/ridgegourd-64.png
2023-05-14,Bihar,shallot,Shallot (Pearl Onion),34,39 - 43,41 - 56,1kg,resource/images/vegetables/shallot-64.png
2023-05-14,Bihar,snakegourd,Snake Gourd,26,30 - 33,31 - 43,1kg,resource/images/vegetables/snakegourd-64.png
2023-05-14,Bihar,sorrelleaves,Sorrel Leaves,15,17 - 19,18 - 25,1kg,resource/images/vegetables/sorrelleaves-64.png
2023-05-14,Bihar,spinach,Spinach,12,14 - 15,14 - 20,1kg,resource/images/vegetables/spinach-64.png
2023-05-14,Bihar,sweetpotato,Sweet Potato,40,46 - 51,48 - 66,1kg,resource/images/vegetables/sweetpotato-64.png
2023-05-15,Bihar,onionbig,Onion Big,18,21 - 23,22 - 30,1kg,resource/images/vegetables/onionbig-64.png
2023-05-15,Bihar,onionsmall,Onion Small,55,63 - 70,66 - 91,1kg,resource/images/vegetables/onionsmall-64.png
2023-05-15,Bihar,tomato,Tomato,17,20 - 22,20 - 28,1kg,resource/images/vegetables/tomato-64.png
2023-05-15,Bihar,greenchili,Green Chilli,45,52 - 57,54 - 74,1kg,resource/images/vegetables/greenchili-64.png
2023-05-15,Bihar,beetroot,Beetroot,35,40 - 44,42 - 58,1kg,resource/images/vegetables/beetroot-64.png
2023-05-15,Bihar,potato,Potato,24,28 - 30,29 - 40,1kg,resource/images/vegetables/potato-64.png
2023-05-15,Bihar,plantain,Raw Banana (Plantain),8,9 - 10,10 - 13,1kg,resource/images/vegetables/plantain-64.png
2023-05-15,Bihar,amaranthleaves,Amaranth Leaves,14,16 - 18,17 - 23,1kg,resource/images/vegetables/amaranthleaves-64.png
2023-05-15,Bihar,amla,Amla,70,81 - 89,84 - 116,1kg,resource/images/vegetables/amla-64.png
2023-05-15,Bihar,ashgourd,Ash gourd,18,21 - 23,22 - 30,1kg,resource/images/vegetables/ashgourd-64.png
2023-05-15,Bihar,babycorn,Baby Corn,62,71 - 79,74 - 102,1kg,resource/images/vegetables/babycorn-64.png
2023-05-15,Bihar,bananaflower,Banana Flower,22,25 - 28,26 - 36,1kg,resource/images/vegetables/bananaflower-64.png
2023-05-15,Bihar,capsicum,Capsicum,42,48 - 53,50 - 69,1kg,resource/images/vegetables/capsicum-64.png
2023-05-15,Bihar,bittergourd,Bitter Gourd,33,38 - 42,40 - 54,1kg,resource/images/vegetables/bittergourd-64.png
2023-05-15,Bihar,bottlegourd,Bottle Gourd,22,25 - 28,26 - 36,1kg,resource/images/vegetables/bottlegourd-64.png
2023-05-15,Bihar,butterbeans,Butter Beans,49,56 - 62,59 - 81,1kg,resource/images/vegetables/butterbeans-64.png
2023-05-15,Bihar,broadbeans,Broad Beans,39,45 - 50,47 - 64,1kg,resource/images/vegetables/broadbeans-64.png
2023-05-15,Bihar,cabbage,Cabbage,17,20 - 22,20 - 28,1kg,resource/images/vegetables/cabbage-64.png
2023-05-15,Bihar,carrot,Carrot,39,45 - 50,47 - 64,1kg,resource/images/vegetables/carrot-64.png
2023-05-15,Bihar,cauliflower,Cauliflower,27,31 - 34,32 - 45,1kg,resource/images/vegetables/cauliflower-64.png
2023-05-15,Bihar,clusterbeans,Cluster beans,42,48 - 53,50 - 69,1kg,resource/images/vegetables/clusterbeans-64.png
2023-05-15,Bihar,coconut,Coconut,23,26 - 29,28 - 38,1kg,resource/images/vegetables/coconut-64.png
2023-05-15,Bihar,colocasialeaves,Colocasia Leaves,14,16 - 18,17 - 23,1kg,resource/images/vegetables/colocasialeaves-64.png
2023-05-15,Bihar,colocasia,Colocasia,25,29 - 32,30 - 41,1kg,resource/images/vegetables/colocasia-64.png
2023-05-15,Bihar,corianderleaves,Coriander Leaves,6,7 - 8,7 - 10,1kg,resource/images/vegetables/corianderleaves-64.png
2023-05-15,Bihar,corn,Corn,24,28 - 30,29 - 40,1kg,resource/images/vegetables/corn-64.png
2023-05-15,Bihar,cucumber,Cucumber,30,35 - 38,36 - 50,1kg,resource/images/vegetables/cucumber-64.png
2023-05-15,Bihar,curryleaves,Curry Leaves,29,33 - 37,35 - 48,1kg,resource/images/vegetables/curryleaves-64.png
2023-05-15,Bihar,dillleaves,Dill Leaves,15,17 - 19,18 - 25,1kg,resource/images/vegetables/dillleaves-64.png
2023-05-15,Bihar,drumsticks,Drumsticks,70,81 - 89,84 - 116,1kg,resource/images/vegetables/drumsticks-64.png
2023-05-15,Bihar,brinjal,Brinjal,23,26 - 29,28 - 38,1kg,resource/images/vegetables/brinjal-64.png
2023-05-15,Bihar,brinjalbig,Brinjal (Big),30,35 - 38,36 - 50,1kg,resource/images/vegetables/brinjalbig-64.png
2023-05-15,Bihar,elephantyam,Elephant Yam,25,29 - 32,30 - 41,1kg,resource/images/vegetables/elephantyam-64.png
2023-05-15,Bihar,fenugreekleaves,Fenugreek Leaves,11,13 - 14,13 - 18,1kg,resource/images/vegetables/fenugreekleaves-64.png
2023-05-15,Bihar,frenchbeans,French Beans,46,53 - 58,55 - 76,1kg,resource/images/vegetables/frenchbeans-64.png
2023-05-15,Bihar,garlic,Garlic,59,68 - 75,71 - 97,1kg,resource/images/vegetables/garlic-64.png
2023-05-15,Bihar,ginger,Ginger,57,66 - 72,68 - 94,1kg,resource/images/vegetables/ginger-64.png
2023-05-15,Bihar,oniongreen,Onion Green,39,45 - 50,47 - 64,1kg,resource/images/vegetables/oniongreen-64.png
2023-05-15,Bihar,greenpeas,Green Peas,77,89 - 98,92 - 127,1kg,resource/images/vegetables/greenpeas-64.png
2023-05-15,Bihar,ivygourd,Ivy Gourd,25,29 - 32,30 - 41,1kg,resource/images/vegetables/ivygourd-64.png
2023-05-15,Bihar,lemon,Lemon (Lime),59,68 - 75,71 - 97,1kg,resource/images/vegetables/lemon-64.png
2023-05-15,Bihar,mangoraw,Mango Raw,32,37 - 41,38 - 53,1kg,resource/images/vegetables/mangoraw-64.png
2023-05-15,Bihar,mintleaves,Mint Leaves,5,6 - 6,6 - 8,1kg,resource/images/vegetables/mintleaves-64.png
2023-05-15,Bihar,mushroom,Mushroom,79,91 - 100,95 - 130,1kg,resource/images/vegetables/mushroom-64.png
2023-05-15,Bihar,mustardleaves,Mustard Leaves,18,21 - 23,22 - 30,1kg,resource/images/vegetables/mustardleaves-64.png
2023-05-15,Bihar,ladiesfinger,Ladies Finger,33,38 - 42,40 - 54,1kg,resource/images/vegetables/ladiesfinger-64.png
2023-05-15,Bihar,pumpkin,Pumpkin,20,23 - 25,24 - 33,1kg,resource/images/vegetables/pumpkin-64.png
2023-05-15,Bihar,radish,Radish,24,28 - 30,29 - 40,1kg,resource/images/vegetables/radish-64.png
2023-05-15,Bihar,ridgegourd,Ridge Gourd,30,35 - 38,36 - 50,1kg,resource/images/vegetables/ridgegourd-64.png
2023-05-15,Bihar,shallot,Shallot (Pearl Onion),34,39 - 43,41 - 56,1kg,resource/images/vegetables/shallot-64.png
2023-05-15,Bihar,snakegourd,Snake Gourd,26,30 - 33,31 - 43,1kg,resource/images/vegetables/snakegourd-64.png
2023-05-15,Bihar,sorrelleaves,Sorrel Leaves,15,17 - 19,18 - 25,1kg,resource/images/vegetables/sorrelleaves-64.png
2023-05-15,Bihar,spinach,Spinach,12,14 - 15,14 - 20,1kg,resource/images/vegetables/spinach-64.png
2023-05-15,Bihar,sweetpotato,Sweet Potato,40,46 - 51,48 - 66,1kg,resource/images/vegetables/sweetpotato-64.png
2023-05-16,Bihar,onionbig,Onion Big,18,21 - 23,22 - 30,1kg,resource/images/vegetables/onionbig-64.png
2023-05-16,Bihar,onionsmall,Onion Small,55,63 - 70,66 - 91,1kg,resource/images/vegetables/onionsmall-64.png
2023-05-16,Bihar,tomato,Tomato,17,20 - 22,20 - 28,1kg,resource/images/vegetables/tomato-64.png
2023-05-16,Bihar,greenchili,Green Chilli,45,52 - 57,54 - 74,1kg,resource/images/vegetables/greenchili-64.png
2023-05-16,Bihar,beetroot,Beetroot,35,40 - 44,42 - 58,1kg,resource/images/vegetables/beetroot-64.png
2023-05-16,Bihar,potato,Potato,24,28 - 30,29 - 40,1kg,resource/images/vegetables/potato-64.png
2023-05-16,Bihar,plantain,Raw Banana (Plantain),8,9 - 10,10 - 13,1kg,resource/images/vegetables/plantain-64.png
2023-05-16,Bihar,amaranthleaves,Amaranth Leaves,14,16 - 18,17 - 23,1kg,resource/images/vegetables/amaranthleaves-64.png
2023-05-16,Bihar,amla,Amla,70,81 - 89,84 - 116,1kg,resource/images/vegetables/amla-64.png
2023-05-16,Bihar,ashgourd,Ash gourd,18,21 - 23,22 - 30,1kg,resource/images/vegetables/ashgourd-64.png
2023-05-16,Bihar,babycorn,Baby Corn,62,71 - 79,74 - 102,1kg,resource/images/vegetables/babycorn-64.png
2023-05-16,Bihar,bananaflower,Banana Flower,22,25 - 28,26 - 36,1kg,resource/images/vegetables/bananaflower-64.png
2023-05-16,Bihar,capsicum,Capsicum,42,48 - 53,50 - 69,1kg,resource/images/vegetables/capsicum-64.png
2023-05-16,Bihar,bittergourd,Bitter Gourd,33,38 - 42,40 - 54,1kg,resource/images/vegetables/bittergourd-64.png
2023-05-16,Bihar,bottlegourd,Bottle Gourd,22,25 - 28,26 - 36,1kg,resource/images/vegetables/bottlegourd-64.png
2023-05-16,Bihar,butterbeans,Butter Beans,49,56 - 62,59 - 81,1kg,resource/images/vegetables/butterbeans-64.png
2023-05-16,Bihar,broadbeans,Broad Beans,39,45 - 50,47 - 64,1kg,resource/images/vegetables/broadbeans-64.png
2023-05-16,Bihar,cabbage,Cabbage,17,20 - 22,20 - 28,1kg,resource/images/vegetables/cabbage-64.png
2023-05-16,Bihar,carrot,Carrot,39,45 - 50,47 - 64,1kg,resource/images/vegetables/carrot-64.png
2023-05-16,Bihar,cauliflower,Cauliflower,27,31 - 34,32 - 45,1kg,resource/images/vegetables/cauliflower-64.png
2023-05-16,Bihar,clusterbeans,Cluster beans,42,48 - 53,50 - 69,1kg,resource/images/vegetables/clusterbeans-64.png
2023-05-16,Bihar,coconut,Coconut,23,26 - 29,28 - 38,1kg,resource/images/vegetables/coconut-64.png
2023-05-16,Bihar,colocasialeaves,Colocasia Leaves,14,16 - 18,17 - 23,1kg,resource/images/vegetables/colocasialeaves-64.png
2023-05-16,Bihar,colocasia,Colocasia,25,29 - 32,30 - 41,1kg,resource/images/vegetables/colocasia-64.png
2023-05-16,Bihar,corianderleaves,Coriander Leaves,6,7 - 8,7 - 10,1kg,resource/images/vegetables/corianderleaves-64.png
2023-05-16,Bihar,corn,Corn,24,28 - 30,29 - 40,1kg,resource/images/vegetables/corn-64.png
2023-05-16,Bihar,cucumber,Cucumber,30,35 - 38,36 - 50,1kg,resource/images/vegetables/cucumber-64.png
2023-05-16,Bihar,curryleaves,Curry Leaves,29,33 - 37,35 - 48,1kg,resource/images/vegetables/curryleaves-64.png
2023-05-16,Bihar,dillleaves,Dill Leaves,15,17 - 19,18 - 25,1kg,resource/images/vegetables/dillleaves-64.png
2023-05-16,Bihar,drumsticks,Drumsticks,70,81 - 89,84 - 116,1kg,resource/images/vegetables/drumsticks-64.png
2023-05-16,Bihar,brinjal,Brinjal,23,26 - 29,28 - 38,1kg,resource/images/vegetables/brinjal-64.png
2023-05-16,Bihar,brinjalbig,Brinjal (Big),30,35 - 38,36 - 50,1kg,resource/images/vegetables/brinjalbig-64.png
2023-05-16,Bihar,elephantyam,Elephant Yam,25,29 - 32,30 - 41,1kg,resource/images/vegetables/elephantyam-64.png
2023-05-16,Bihar,fenugreekleaves,Fenugreek Leaves,11,13 - 14,13 - 18,1kg,resource/images/vegetables/fenugreekleaves-64.png
2023-05-16,Bihar,frenchbeans,French Beans,46,53 - 58,55 - 76,1kg,resource/images/vegetables/frenchbeans-64.png
2023-05-16,Bihar,garlic,Garlic,59,68 - 75,71 - 97,1kg,resource/images/vegetables/garlic-64.png
2023-05-16,Bihar,ginger,Ginger,57,66 - 72,68 - 94,1kg,resource/images/vegetables/ginger-64.png
2023-05-16,Bihar,oniongreen,Onion Green,39,45 - 50,47 - 64,1kg,resource/images/vegetables/oniongreen-64.png
2023-05-16,Bihar,greenpeas,Green Peas,77,89 - 98,92 - 127,1kg,resource/images/vegetables/greenpeas-64.png
2023-05-16,Bihar,ivygourd,Ivy Gourd,25,29 - 32,30 - 41,1kg,resource/images/vegetables/ivygourd-64.png
2023-05-16,Bihar,lemon,Lemon (Lime),59,68 - 75,71 - 97,1kg,resource/images/vegetables/lemon-64.png
2023-05-16,Bihar,mangoraw,Mango Raw,32,37 - 41,38 - 53,1kg,resource/images/vegetables/mangoraw-64.png
2023-05-16,Bihar,mintleaves,Mint Leaves,5,6 - 6,6 - 8,1kg,resource/images/vegetables/mintleaves-64.png
2023-05-16,Bihar,mushroom,Mushroom,79,91 - 100,95 - 130,1kg,resource/images/vegetables/mushroom-64.png
2023-05-16,Bihar,mustardleaves,Mustard Leaves,18,21 - 23,22 - 30,1kg,resource/images/vegetables/mustardleaves-64.png
2023-05-16,Bihar,ladiesfinger,Ladies Finger,33,38 - 42,40 - 54,1kg,resource/images/vegetables/ladiesfinger-64.png
2023-05-16,Bihar,pumpkin,Pumpkin,20,23 - 25,24 - 33,1kg,resource/images/vegetables/pumpkin-64.png
2023-05-16,Bihar,radish,Radish,24,28 - 30,29 - 40,1kg,resource/images/vegetables/radish-64.png
2023-05-16,Bihar,ridgegourd,Ridge Gourd,30,35 - 38,36 - 50,1kg,resource/images/vegetables/ridgegourd-64.png
2023-05-16,Bihar,shallot,Shallot (Pearl Onion),34,39 - 43,41 - 56,1kg,resource/images/vegetables/shallot-64.png
2023-05-16,Bihar,snakegourd,Snake Gourd,26,30 - 33,31 - 43,1kg,resource/images/vegetables/snakegourd-64.png
2023-05-16,Bihar,sorrelleaves,Sorrel Leaves,15,17 - 19,18 - 25,1kg,resource/images/vegetables/sorrelleaves-64.png
2023-05-16,Bihar,spinach,Spinach,12,14 - 15,14 - 20,1kg,resource/images/vegetables/spinach-64.png
2023-05-16,Bihar,sweetpotato,Sweet Potato,40,46 - 51,48 - 66,1kg,resource/images/vegetables/sweetpotato-64.png
2023-05-17,Bihar,onionbig,Onion Big,18,21 - 23,22 - 30,1kg,resource/images/vegetables/onionbig-64.png
2023-05-17,Bihar,onionsmall,Onion Small,55,63 - 70,66 - 91,1kg,resource/images/vegetables/onionsmall-64.png
2023-05-17,Bihar,tomato,Tomato,17,20 - 22,20 - 28,1kg,resource/images/vegetables/tomato-64.png
2023-05-17,Bihar,greenchili,Green Chilli,45,52 - 57,54 - 74,1kg,resource/images/vegetables/greenchili-64.png
2023-05-17,Bihar,beetroot,Beetroot,35,40 - 44,42 - 58,1kg,resource/images/vegetables/beetroot-64.png
2023-05-17,Bihar,potato,Potato,24,28 - 30,29 - 40,1kg,resource/images/vegetables/potato-64.png
2023-05-17,Bihar,plantain,Raw Banana (Plantain),8,9 - 10,10 - 13,1kg,resource/images/vegetables/plantain-64.png
2023-05-17,Bihar,amaranthleaves,Amaranth Leaves,14,16 - 18,17 - 23,1kg,resource/images/vegetables/amaranthleaves-64.png
2023-05-17,Bihar,amla,Amla,70,81 - 89,84 - 116,1kg,resource/images/vegetables/amla-64.png
2023-05-17,Bihar,ashgourd,Ash gourd,18,21 - 23,22 - 30,1kg,resource/images/vegetables/ashgourd-64.png
2023-05-17,Bihar,babycorn,Baby Corn,62,71 - 79,74 - 102,1kg,resource/images/vegetables/babycorn-64.png
2023-05-17,Bihar,bananaflower,Banana Flower,22,25 - 28,26 - 36,1kg,resource/images/vegetables/bananaflower-64.png
2023-05-17,Bihar,capsicum,Capsicum,42,48 - 53,50 - 69,1kg,resource/images/vegetables/capsicum-64.png
2023-05-17,Bihar,bittergourd,Bitter Gourd,33,38 - 42,40 - 54,1kg,resource/images/vegetables/bittergourd-64.png
2023-05-17,Bihar,bottlegourd,Bottle Gourd,22,25 - 28,26 - 36,1kg,resource/images/vegetables/bottlegourd-64.png
2023-05-17,Bihar,butterbeans,Butter Beans,49,56 - 62,59 - 81,1kg,resource/images/vegetables/butterbeans-64.png
2023-05-17,Bihar,broadbeans,Broad Beans,39,45 - 50,47 - 64,1kg,resource/images/vegetables/broadbeans-64.png
2023-05-17,Bihar,cabbage,Cabbage,17,20 - 22,20 - 28,1kg,resource/images/vegetables/cabbage-64.png
2023-05-17,Bihar,carrot,Carrot,39,45 - 50,47 - 64,1kg,resource/images/vegetables/carrot-64.png
2023-05-17,Bihar,cauliflower,Cauliflower,27,31 - 34,32 - 45,1kg,resource/images/vegetables/cauliflower-64.png
2023-05-17,Bihar,clusterbeans,Cluster beans,42,48 - 53,50 - 69,1kg,resource/images/vegetables/clusterbeans-64.png
2023-05-17,Bihar,coconut,Coconut,23,26 - 29,28 - 38,1kg,resource/images/vegetables/coconut-64.png
2023-05-17,Bihar,colocasialeaves,Colocasia Leaves,14,16 - 18,17 - 23,1kg,resource/images/vegetables/colocasialeaves-64.png
2023-05-17,Bihar,colocasia,Colocasia,25,29 - 32,30 - 41,1kg,resource/images/vegetables/colocasia-64.png
2023-05-17,Bihar,corianderleaves,Coriander Leaves,6,7 - 8,7 - 10,1kg,resource/images/vegetables/corianderleaves-64.png
2023-05-17,Bihar,corn,Corn,24,28 - 30,29 - 40,1kg,resource/images/vegetables/corn-64.png
2023-05-17,Bihar,cucumber,Cucumber,30,35 - 38,36 - 50,1kg,resource/images/vegetables/cucumber-64.png
2023-05-17,Bihar,curryleaves,Curry Leaves,29,33 - 37,35 - 48,1kg,resource/images/vegetables/curryleaves-64.png
2023-05-17,Bihar,dillleaves,Dill Leaves,15,17 - 19,18 - 25,1kg,resource/images/vegetables/dillleaves-64.png
2023-05-17,Bihar,drumsticks,Drumsticks,70,81 - 89,84 - 116,1kg,resource/images/vegetables/drumsticks-64.png
2023-05-17,Bihar,brinjal,Brinjal,23,26 - 29,28 - 38,1kg,resource/images/vegetables/brinjal-64.png
2023-05-17,Bihar,brinjalbig,Brinjal (Big),30,35 - 38,36 - 50,1kg,resource/images/vegetables/brinjalbig-64.png
2023-05-17,Bihar,elephantyam,Elephant Yam,25,29 - 32,30 - 41,1kg,resource/images/vegetables/elephantyam-64.png
2023-05-17,Bihar,fenugreekleaves,Fenugreek Leaves,11,13 - 14,13 - 18,1kg,resource/images/vegetables/fenugreekleaves-64.png
2023-05-17,Bihar,frenchbeans,French Beans,46,53 - 58,55 - 76,1kg,resource/images/vegetables/frenchbeans-64.png
2023-05-17,Bihar,garlic,Garlic,59,68 - 75,71 - 97,1kg,resource/images/vegetables/garlic-64.png
2023-05-17,Bihar,ginger,Ginger,57,66 - 72,68 - 94,1kg,resource/images/vegetables/ginger-64.png
2023-05-17,Bihar,oniongreen,Onion Green,39,45 - 50,47 - 64,1kg,resource/images/vegetables/oniongreen-64.png
2023-05-17,Bihar,greenpeas,Green Peas,77,89 - 98,92 - 127,1kg,resource/images/vegetables/greenpeas-64.png
2023-05-17,Bihar,ivygourd,Ivy Gourd,25,29 - 32,30 - 41,1kg,resource/images/vegetables/ivygourd-64.png
2023-05-17,Bihar,lemon,Lemon (Lime),59,68 - 75,71 - 97,1kg,resource/images/vegetables/lemon-64.png
2023-05-17,Bihar,mangoraw,Mango Raw,32,37 - 41,38 - 53,1kg,resource/images/vegetables/mangoraw-64.png
2023-05-17,Bihar,mintleaves,Mint Leaves,5,6 - 6,6 - 8,1kg,resource/images/vegetables/mintleaves-64.png
2023-05-17,Bihar,mushroom,Mushroom,79,91 - 100,95 - 130,1kg,resource/images/vegetables/mushroom-64.png
2023-05-17,Bihar,mustardleaves,Mustard Leaves,18,21 - 23,22 - 30,1kg,resource/images/vegetables/mustardleaves-64.png
2023-05-17,Bihar,ladiesfinger,Ladies Finger,33,38 - 42,40 - 54,1kg,resource/images/vegetables/ladiesfinger-64.png
2023-05-17,Bihar,pumpkin,Pumpkin,20,23 - 25,24 - 33,1kg,resource/images/vegetables/pumpkin-64.png
2023-05-17,Bihar,radish,Radish,24,28 - 30,29 - 40,1kg,resource/images/vegetables/radish-64.png
2023-05-17,Bihar,ridgegourd,Ridge Gourd,30,35 - 38,36 - 50,1kg,resource/images/vegetables/ridgegourd-64.png
2023-05-17,Bihar,shallot,Shallot (Pearl Onion),34,39 - 43,41 - 56,1kg,resource/images/vegetables/shallot-64.png
2023-05-17,Bihar,snakegourd,Snake Gourd,26,30 - 33,31 - 43,1kg,resource/images/vegetables/snakegourd-64.png
2023-05-17,Bihar,sorrelleaves,Sorrel Leaves,15,17 - 19,18 - 25,1kg,resource/images/vegetables/sorrelleaves-64.png
2023-05-17,Bihar,spinach,Spinach,12,14 - 15,14 - 20,1kg,resource/images/vegetables/spinach-64.png
2023-05-17,Bihar,sweetpotato,Sweet Potato,40,46 - 51,48 - 66,1kg,resource/images/vegetables/sweetpotato-64.png
2023-05-18,Bihar,onionbig,Onion Big,17,20 - 22,20 - 28,1kg,resource/images/vegetables/onionbig-64.png
2023-05-18,Bihar,onionsmall,Onion Small,50,58 - 64,60 - 83,1kg,resource/images/vegetables/onionsmall-64.png
2023-05-18,Bihar,tomato,Tomato,17,20 - 22,20 - 28,1kg,resource/images/vegetables/tomato-64.png
2023-05-18,Bihar,greenchili,Green Chilli,40,46 - 51,48 - 66,1kg,resource/images/vegetables/greenchili-64.png
2023-05-18,Bihar,beetroot,Beetroot,33,38 - 42,40 - 54,1kg,resource/images/vegetables/beetroot-64.png
2023-05-18,Bihar,potato,Potato,26,30 - 33,31 - 43,1kg,resource/images/vegetables/potato-64.png
2023-05-18,Bihar,plantain,Raw Banana (Plantain),8,9 - 10,10 - 13,1kg,resource/images/vegetables/plantain-64.png
2023-05-18,Bihar,amaranthleaves,Amaranth Leaves,13,15 - 17,16 - 21,1kg,resource/images/vegetables/amaranthleaves-64.png
2023-05-18,Bihar,amla,Amla,70,81 - 89,84 - 116,1kg,resource/images/vegetables/amla-64.png
2023-05-18,Bihar,ashgourd,Ash gourd,24,28 - 30,29 - 40,1kg,resource/images/vegetables/ashgourd-64.png
2023-05-18,Bihar,babycorn,Baby Corn,65,75 - 83,78 - 107,1kg,resource/images/vegetables/babycorn-64.png
2023-05-18,Bihar,bananaflower,Banana Flower,18,21 - 23,22 - 30,1kg,resource/images/vegetables/bananaflower-64.png
2023-05-18,Bihar,capsicum,Capsicum,45,52 - 57,54 - 74,1kg,resource/images/vegetables/capsicum-64.png
2023-05-18,Bihar,bittergourd,Bitter Gourd,33,38 - 42,40 - 54,1kg,resource/images/vegetables/bittergourd-64.png
2023-05-18,Bihar,bottlegourd,Bottle Gourd,23,26 - 29,28 - 38,1kg,resource/images/vegetables/bottlegourd-64.png
2023-05-18,Bihar,butterbeans,Butter Beans,50,58 - 64,60 - 83,1kg,resource/images/vegetables/butterbeans-64.png
2023-05-18,Bihar,broadbeans,Broad Beans,36,41 - 46,43 - 59,1kg,resource/images/vegetables/broadbeans-64.png
2023-05-18,Bihar,cabbage,Cabbage,16,18 - 20,19 - 26,1kg,resource/images/vegetables/cabbage-64.png
2023-05-18,Bihar,carrot,Carrot,35,40 - 44,42 - 58,1kg,resource/images/vegetables/carrot-64.png
2023-05-18,Bihar,cauliflower,Cauliflower,26,30 - 33,31 - 43,1kg,resource/images/vegetables/cauliflower-64.png
2023-05-18,Bihar,clusterbeans,Cluster beans,43,49 - 55,52 - 71,1kg,resource/images/vegetables/clusterbeans-64.png
2023-05-18,Bihar,coconut,Coconut,25,29 - 32,30 - 41,1kg,resource/images/vegetables/coconut-64.png
2023-05-18,Bihar,colocasialeaves,Colocasia Leaves,13,15 - 17,16 - 21,1kg,resource/images/vegetables/colocasialeaves-64.png
2023-05-18,Bihar,colocasia,Colocasia,28,32 - 36,34 - 46,1kg,resource/images/vegetables/colocasia-64.png
2023-05-18,Bihar,corianderleaves,Coriander Leaves,7,8 - 9,8 - 12,1kg,resource/images/vegetables/corianderleaves-64.png
2023-05-18,Bihar,corn,Corn,26,30 - 33,31 - 43,1kg,resource/images/vegetables/corn-64.png
2023-05-18,Bihar,cucumber,Cucumber,30,35 - 38,36 - 50,1kg,resource/images/vegetables/cucumber-64.png
2023-05-18,Bihar,curryleaves,Curry Leaves,27,31 - 34,32 - 45,1kg,resource/images/vegetables/curryleaves-64.png
2023-05-18,Bihar,dillleaves,Dill Leaves,12,14 - 15,14 - 20,1kg,resource/images/vegetables/dillleaves-64.png
2023-05-18,Bihar,drumsticks,Drumsticks,80,92 - 102,96 - 132,1kg,resource/images/vegetables/drumsticks-64.png
